Rsq_adjusted,ROutput_intercept,No_points_lambda_z,Rsq,Corr_XY,AUC_.Extrap_obs....,AUC_.Extrap_pred....,AUCINF_obs..hr.ug.mL.,AUCINF_pred..hr.ug.mL.,AUClast..hr.ug.mL.,AUMC_.Extrap_obs....,AUMC_.Extrap_pred....,AUMCINF_obs..hr.hr.ug.mL.,AUMCINF_pred..hr.hr.ug.mL.,AUMClast..hr.hr.ug.mL.,Clast..ug.mL.,Cl_obs..mL.hr.kg.,Cl_pred..mL.hr.kg.,Cmax..ug.mL.,ROutput_Cmin,ROutput_Dof,ROutput_Dose,HL_Lambda_z..hr.,Lambda_z..1.hr.,Lambda_z_lower..hr.,Lambda_z_upper..hr.,MRTINF_obs..hr.,MRTINF_pred..hr.,MRTlast..hr.,ROutput_Peak,Tlast..hr.,Tmax..hr.,ROutput_Tmin,ROutput_Trough,Vss_obs..mL.kg.,Vss_pred..mL.kg.,Vz_obs..mL.kg.,Vz_pred..mL.kg.,ROutput_Error
1,NA,3,1,-1,0.4079,0.4082,6.2621,6.2621,6.2365,7.8284,7.8338,4.9574,4.9576,4.5693,0.008,1596.9134,1596.9086,18.01,NA,0,10000,2.2132,0.3132,8,12,0.7916,0.7917,0.7327,NA,12,0.0167,NA,NA,1264.1909,1264.2568,5098.8526,5098.8372,0
